ID,Label
0,0.002045800071209669
2,0.014609956927597523
4,0.009678315557539462
5,0.006175312027335167
6,0.008383869007229806
7,0.0021699491189792752
8,0.0033248244086280464
11,0.0018067228607833385
12,0.013070760294795036
13,0.006833210121840239
19,0.0026078415918163954
22,0.007581213442608714
23,0.010295767104253173
26,0.030162962153553963
28,0.005973912589251995
32,0.014098332449793815
33,0.3115359663963318
35,0.015813725255429744
38,0.0031701443949714303
44,0.0066275629214942455
45,0.0057114008348435165
49,0.004917633067816496
50,0.006565743125975132
53,0.004785940004512668
56,0.005409892136231065
60,0.3542176246643066
63,0.0035389123018831014
65,0.4076714813709259
66,0.004451029421761632
69,0.006894641043618322
72,0.018210268300026655
77,0.0019362404360435902
81,0.43065557479858396
82,0.004218727583065629
84,0.0020137742743827403
85,0.34250648021698
88,0.004966979194432497
91,0.0067385856062173845
92,0.006930970167741179
93,0.36547024846076964
95,0.25507108867168427
99,0.003123794589191675
102,0.005545104015618562
106,0.00991909159347415
107,0.01488790288567543
108,0.4059615612030029
109,0.18801091015338897
110,0.3112418055534363
115,0.005838697170838713
118,0.007384619303047657
119,0.006467934604734183
125,0.003597158007323742
127,0.006178286555223167
129,0.11012094616889953
130,0.18098118156194687
134,0.004874630598351359
135,0.008373701106756925
137,0.005103017576038838
142,0.010602208692580462
150,0.0031817284878343345
153,0.424626886844635
155,0.004217218095436692
160,0.006467344565317034
163,0.3777120471000671
168,0.004855506122112274
170,0.008075357880443335
175,0.004976862436160445
177,0.3255379021167755
183,0.47497116923332217
185,0.00475863073952496
187,0.0034128217725083233
188,0.0037318787071853876
191,0.2655018359422684
192,0.0018673714017495512
195,0.0017522011883556842
196,0.083542700111866
197,0.0017736407811753453
199,0.5074131727218628
201,0.3603635787963867
202,0.00458377730101347
203,0.0033660534769296645
205,0.03800482116639614
209,0.0033797559794038535
211,0.006679315306246281
212,0.01347560789436102
213,0.02480768859386444
217,0.007668309845030308
218,0.00206712648505345
219,0.03775065708905458
220,0.005964181199669838
221,0.005249561322852969
222,0.0036016489379107953
225,0.006601114012300968
227,0.01048891581594944
231,0.4140534341335297
234,0.0069018586073070765
236,0.006703425385057926
239,0.4306467413902283
240,0.007323175016790628
242,0.004264975246042013
244,0.0033007321646437047
246,0.005982646718621254
248,0.006341588590294123
249,0.004772986145690083
252,0.3194662034511566
254,0.004626543587073683
255,0.0017399765667505563
256,0.29242402911186216
266,0.4101118206977844
268,0.3508900344371796
272,0.00896147983148694
275,0.34739239811897277
282,0.32911582887172697
286,0.0032544727902859448
287,0.001984715205617249
288,0.002096826396882534
290,0.006384494062513113
292,0.009640076290816068
296,0.0060227812267839905
298,0.005676824413239956
300,0.007966534793376922
306,0.0033669188851490617
307,0.3677716851234436
308,0.005142646189779043
310,0.19972174763679504
316,0.005769848544150591
317,0.0038294415688142182
319,0.01447547720745206
320,0.004233428044244647
321,0.4469938397407532
324,0.004497560579329729
325,0.006368600158020854
330,0.39778670072555544
332,0.00407042489387095
335,0.0023413423448801042
336,0.011063255183398724
339,0.004793363530188799
342,0.3886854350566864
343,0.014268480613827706
345,0.007720320485532284
346,0.024733509868383408
352,0.04919273070991039
354,0.005320564331486821
358,0.006767017277888953
361,0.01090448759496212
363,0.00479486146941781
369,0.0023787530604749917
370,0.0023258130997419356
372,0.02299154959619045
377,0.0037155716214329003
382,0.5161203980445862
384,0.008138003945350646
385,0.00516553302295506
387,0.0070895074866712095
389,0.002271342626772821
390,0.0020621011732146143
391,0.0019238427164964377
393,0.005574533343315124
394,0.3298347175121307
395,0.015484319487586617
397,0.004351050453260541
401,0.0020120735745877026
405,0.004206902906298637
406,0.005618949141353369
407,0.3204942405223846
408,0.0036147684091702103
410,0.01662186849862337
412,0.005717785004526377
415,0.003799724671989679
417,0.01990731116384268
419,0.47619288563728335
420,0.005378246912732721
422,0.018698092363774777
424,0.33957656025886535
425,0.016910204850137233
427,0.004508069041185081
428,0.20674276649951934
433,0.012888149917125702
435,0.004057200462557376
436,0.00195548040792346
438,0.06937073934823275
442,0.0033649502089247107
444,0.007266461383551359
447,0.3217720568180084
448,0.005120723322033882
454,0.0020972490310668945
455,0.005301287956535816
456,0.006401886511594057
459,0.0018331023748032749
460,0.004202297190204263
465,0.4092027902603149
466,0.002162035834044218
470,0.05613516643643379
471,0.0022469311952590942
481,0.0041989687830209736
482,0.0020041387644596396
483,0.33781967461109164
484,0.003567470051348209
487,0.005648395232856274
490,0.005170510616153479
491,0.003044203552417457
494,0.001818779355380684
496,0.006685587204992771
501,0.004920910857617855
502,0.0023556777043268083
503,0.0034642684506252406
506,0.005350588914006948
510,0.006601943075656891
511,0.003056366741657257
512,0.00607022475451231
514,0.015909997653216122
516,0.4154760122299194
520,0.08698150664567947
525,0.005409807292744517
527,0.27882449626922606
530,0.0024225193774327636
533,0.0018301952863112093
534,0.010907788760960102
535,0.0023763404227793218
536,0.0021499763359315695
538,0.013376850448548794
541,0.005140282912179828
542,0.08443954885005951
543,0.0049205758608877655
545,0.005427131056785583
550,0.0044787362916395065
551,0.006402017222717405
553,0.006714831572026014
554,0.040957383997738364
555,0.004592014290392399
556,0.008931421209126711
557,0.01316326167434454
559,0.005030621401965618
561,0.009870210383087396
562,0.002321267407387495
563,0.005700957402586937
565,0.5718135952949523
566,0.004431549389846623
567,0.0037782012252137063
569,0.004109184956178069
573,0.424626886844635
574,0.006734040286391974
575,0.0019496448338031768
581,0.005751230381429195
585,0.417888206243515
588,0.002681097306776792
593,0.3436284840106964
595,0.002711153798736632
596,0.002344583300873637
597,0.0030835146200843154
599,0.41253753304481505
600,0.0030773695558309554
604,0.4532948315143585
608,0.002714956132695079
609,0.007673556916415691
610,0.00605119070969522
612,0.007464405242353677
613,0.0027499770978465675
616,0.0023851688019931316
617,0.005166116496548056
618,0.01332182064652443
619,0.006805963860824704
620,0.21410411596298218
625,0.004105961020104587
627,0.007172036729753017
628,0.004300258820876479
629,0.008098703809082508
632,0.02371165733784437
636,0.006509583815932274
637,0.00553792433347553
638,0.0032100030803121626
641,0.0019300679676234722
642,0.0035116196842864154
644,0.39879955649375914
647,0.011604419536888599
648,0.002544151246547699
651,0.009928542096167803
654,0.005474302545189857
659,0.006675780937075615
660,0.007179066329263151
662,0.003425044473260641
663,0.002517539029940963
666,0.0324173416942358
674,0.006356513034552336
680,0.0019002814311534165
685,0.4535396575927734
687,0.002812790498137474
692,0.3437840104103088
694,0.34892394542694094
697,0.005741611775010824
698,0.20343840569257737
701,0.004283027118071913
702,0.004319782787933946
703,0.3890254616737366
706,0.37968395948410033
709,0.0016338001121766865
710,0.004472527094185353
711,0.007866214122623205
713,0.002066695806570351
714,0.007037518033757806
717,0.002799314307048917
724,0.002829835680313408
726,0.07074187248945236
728,0.2811709225177765
730,0.37090547680854796
735,0.0023352451855316756
736,0.009710156451910734
741,0.01776212379336357
742,0.0030878779012709855
745,0.006902939267456531
749,0.005309034790843725
755,0.001876112911850214
758,0.41819549798965455
761,0.006835522875189781
762,0.0055428649298846725
763,0.0037046437850221992
764,0.003226910729426891
767,0.006012270599603653
771,0.015520869847387075
776,0.004437726829200983
777,0.002090675733052194
778,0.319922536611557
783,0.008756722044199704
784,0.00453467620536685
788,0.005951887113042176
790,0.0024528091307729483
792,0.01507295798510313
793,0.0063091734889894726
795,0.01923048379831016
800,0.005262876022607088
801,0.4162041783332825
803,0.038652490079402926
804,0.008096114825457334
806,0.018405830208212137
808,0.008054558373987674
811,0.2881404995918274
813,0.004163911240175367
815,0.41944066882133485
817,0.004109069518744945
819,0.0020567093510180713
820,0.0016891444218344986
823,0.353544557094574
825,0.011139673413708806
827,0.007167771272361278
828,0.005994417332112789
832,0.005067980708554387
834,0.00329046028200537
837,0.003611287474632263
838,0.004591024154797197
840,0.001959948451258242
846,0.0025194081012159587
847,0.004841984668746591
851,0.0023238120833411814
854,0.003300503781065345
856,0.004499182850122452
857,0.005239504342898727
858,0.00256477789953351
859,0.013525348901748658
863,0.004523687716573477
866,0.004969331249594688
867,0.009052728209644556
869,0.05377297028899193
870,0.01144161969423294
871,0.003062691725790501
872,0.0036167373415082692
874,0.002988687646575272
875,0.002435675682500005
876,0.0022674927487969397
877,0.22409452348947526
878,0.014955061208456754
880,0.0019551532808691264
881,0.006367724202573299
882,0.004612612351775169
884,0.3522492408752441
887,0.0033579268725588917
891,0.004023484571371227
893,0.007565806386992335
896,0.0024615374859422445
897,0.3029313087463379
900,0.006476097623817623
911,0.0024115209467709064
913,0.004764171922579408
917,0.3374586164951324
918,0.008502130722627043
921,0.006700432207435369
924,0.0021916138241067527
929,0.003822842752560973
932,0.4040833353996277
934,0.17631975412368775
938,0.33772059082984923
941,0.3397202789783478
942,0.023118628188967705
943,0.005362238176167012
945,0.004822282958775759
946,0.0039124921662732955
948,0.0017953001661226153
951,0.007662516692653299
953,0.00882734078913927
957,0.002957604988478124
959,0.010457438137382268
961,0.014035799354314805
964,0.0076434464193880555
965,0.005997054558247328
966,0.0019535777857527135
967,0.006191098084673286
970,0.002558686537668109
973,0.42904362082481384
976,0.013491928111761808
977,0.2839964866638184
980,0.002010188577696681
984,0.0023228162666782738
985,0.0022287554806098343
986,0.002405097265727818
987,0.0072106578387320045
989,0.005086531303822995
993,0.013315186090767383
994,0.015352626331150532
998,0.002909384714439511
1004,0.0024433247512206436
1005,0.007694502454251051
1009,0.03679272681474686
1011,0.0025497971568256617
1012,0.0017993341898545623
1013,0.0033164195949211715
1017,0.005535312835127116
1023,0.0021423013415187596
1025,0.003406383004039526
1026,0.002465934515930712
1027,0.002793544507585466
1029,0.3272641241550446
1033,0.0101793740876019
1034,0.004660192551091314
1035,0.22124989926815034
1038,0.004491700977087021
1039,0.0026666389778256415
1040,0.11810265630483627
1041,0.016307465080171824
1047,0.027222527004778386
1049,0.006239533331245184
1051,0.0025517290225252507
1052,0.005332050938159227
1054,0.004744873708114028
1059,0.005698223458603024
1060,0.5076758682727813
1068,0.002370200073346496
1070,0.0039467983413487675
1073,0.28840371966362
1077,0.019653148762881757
1080,0.01341263558715582
1084,0.0066836060956120494
1090,0.004608070105314254
1091,0.004018928506411612
1092,0.009184206929057836
1094,0.29757916629314424
1095,0.04671393744647503
1096,0.004920910857617855
1098,0.00485040401108563
1103,0.3133428394794464
1104,0.003087336150929332
1105,0.4842359244823456
1108,0.005918362201191485
1113,0.006856634374707937
1114,0.002802315563894808
1117,0.0096561542712152
1118,0.0031031976686790586
1122,0.008704735618084668
1123,0.00992355141788721
1124,0.001703430654015392
1130,0.008661836106330156
1131,0.0019071907037869096
1134,0.3160733342170715
1141,0.26986890435218813
1147,0.006867367634549737
1148,0.002092552650719881
1150,0.00834528640843928
1153,0.007908719778060912
1154,0.002022826508618891
1158,0.43276180028915406
1159,0.005541558004915714
1160,0.3703042507171631
1163,0.3010819613933563
1174,0.0035224352031946182
1177,0.0022574666887521743
1178,0.007035784330219031
1181,0.004895793739706278
1183,0.008569606766104697
1186,0.3948384702205658
1189,0.008431334048509598
1190,0.014136728644371033
1191,0.001927198318298906
1198,0.0019802800845354794
1201,0.005632318230345846
1202,0.003009920404292643
1204,0.5263312816619873
1217,0.0034766040509566663
1224,0.4007863163948059
1225,0.01241567600518465
1231,0.009280328545719385
1236,0.003878266317769885
1239,0.001755124528426677
1242,0.37064725160598755
1246,0.006554090837016702
1247,0.19113451838493348
1251,0.2824070781469345
1252,0.0031127538997679947
1253,0.005905053578317165
1255,0.0060669082216918465
1256,0.0017065552645362913
1260,0.007397652789950371
1264,0.006650801096111536
1269,0.0033224296057596803
1270,0.004838007129728794
1276,0.0031141438288614155
1277,0.43446692228317263
1280,0.004656045930460095
1281,0.006411330681294203
1282,0.023908667825162412
1285,0.005127680767327547
1288,0.0026943265926092862
1289,0.005834523728117347
1291,0.003607239108532667
1292,0.004573892476037145
1295,0.002375685120932758
1296,0.005168580776080489
1297,0.0035652435384690762
1298,0.0045809498056769375
1299,0.005173832317814231
1300,0.09141818434000015
1301,0.0067636827938258644
1302,0.004385815467685461
1303,0.008007244113832713
1304,0.006535825878381729
1305,0.021575152687728406
1307,0.006073607876896858
1312,0.006714831572026014
1313,0.37406694889068604
1314,0.002628768887370825
1315,0.0018360785441473126
1320,0.4262752115726471
1321,0.09019503071904182
1325,0.00742438044399023
1326,0.005649881437420845
1327,0.0031939215725287793
1331,0.006737830257043243
1332,0.004599492345005274
1333,0.002323928358964622
1336,0.22730606496334077
1338,0.005297537846490741
1339,0.050304964557290076
1342,0.004235145356506109
1350,0.0030664128717035055
1352,0.005533092608675361
1353,0.33078740537166595
1357,0.004521362297236919
1358,0.012125326879322528
1359,0.006417375523597002
1360,0.0024265066720545294
1362,0.005045402096584439
1364,0.007718660309910775
1366,0.3043729394674301
1368,0.0027796474751085043
1373,0.0021305967355147006
1374,0.004940343089401722
1377,0.32853883504867554
1380,0.0016101360553875566
1381,0.0021883653942495586
1383,0.3277088671922684
1385,0.005129796965047717
1386,0.4126650869846344
1390,0.0033713292330503465
1393,0.4031883656978607
1398,0.0019244320807047187
1404,0.32721242904663084
1405,0.004849435156211257
1406,0.01710630818270147
1407,0.007471811957657337
1408,0.007506505120545626
1409,0.006125870626419783
1414,0.007195798028260469
1416,0.004491701954975724
1419,0.19643682837486268
1421,0.010054260492324829
1424,0.2740205764770508
1427,0.00498674726113677
1428,0.3515582025051117
1429,0.4018991649150848
1430,0.00689981640316546
1432,0.0815355859696865
1433,0.0055901641491800545
