ID,Pred
1,0.3989613449358357
2,0.6656280140127212
3,0.7478655562411767
4,0.5974928278200118
5,0.6219900226624675
6,0.49780223004752705
7,0.5487625839502592
8,0.3583911538513683
9,0.37511724110943767
10,0.44273993207491574
11,0.34358698680869537
12,0.6144923031783651
13,0.5049517688078546
14,0.4195547408831245
15,0.35597417168752943
16,0.2682809636244333
17,0.44516974693249234
18,0.34918172967054895
19,0.3357007711273675
20,0.3118111413390143
21,0.5582272497229244
22,0.7921589383564439
23,0.762886200934304
24,0.4909738506848522
25,0.37240444683864926
26,0.5134156059332654
27,0.4777094054513163
28,0.37238847178373624
29,0.7043860413395071
30,0.41030155737913165
31,0.6741761579532674
32,0.6907104397265137
33,0.5831654264825256
34,0.4457304785157531
35,0.7179260447647949
36,0.6898623677920697
37,0.46063151292693627
38,0.7542770313965241
39,0.49986657150933345
40,0.6648754450387012
41,0.5313511267238358
42,0.8366193539833926
43,0.5190802454127571
44,0.2673132881650001
45,0.5324443034174724
46,0.4393249095102288
47,0.38319205063069883
48,0.7493347117230077
49,0.8200380880767012
50,0.5200709444915614
51,0.39909142117796226
52,0.4129615200360554
53,0.5640531796999653
54,0.47789422038267027
55,0.43542482484288436
56,0.2619734288780009
57,0.5035823137521509
58,0.6234926565828792
59,0.6965411076807566
60,0.7679562981870993
61,0.34572527616217114
62,0.7554968816175365
63,0.6137567032688109
64,0.37561442826995833
65,0.42498583479657326
66,0.4869991670820135
67,0.5907196597463912
68,0.5791288935302135
69,0.34281508362204843
70,0.4498892506753892
71,0.21034512923890142
72,0.35260445099210375
73,0.6080802143389901
74,0.5556590598282869
75,0.8187864076493394
76,0.6618305403813824
77,0.5724452000625624
78,0.28078669284946767
79,0.5816981851025184
80,0.530825097035861
81,0.2216229320882576
82,0.4939196947356509
83,0.30854578335837646
84,0.6544999766880537
85,0.5140230122817111
86,0.5499665947607116
87,0.3569699415041981
88,0.40202482131362205
89,0.7870887674236356
90,0.5113687990794287
91,0.3583769583168872
92,0.4447452843174139
93,0.5311377329954617
94,0.50790988838862
95,0.7189241023763091
96,0.5825478204738954
97,0.657349166257332
98,0.5657108581732215
99,0.5706864431829848
100,0.6904974991949302
101,0.4636763610855745
102,0.46529904410096207
103,0.5713900497908722
104,0.649240467113788
105,0.5403416874633816
106,0.5402504662588467
107,0.6993342747317527
108,0.47614466923420345
109,0.8056225996676083
110,0.6786483326607411
111,0.6398564543014651
112,0.4058218461818285
113,0.4166796992200291
114,0.4768642254287269
115,0.4568693775280327
116,0.36628893789271566
117,0.7741786286553378
118,0.41652757227123605
119,0.5882626856879968
120,0.7227162472072989
121,0.26653307771332024
122,0.334393873488369
123,0.4147957649739805
124,0.6250505871475325
125,0.38611421901780146
126,0.8253105470622948
127,0.4574370003693593
128,0.40092677054065423
129,0.3510871991483644
130,0.5673676611500422
131,0.7423580728901211
132,0.47593835502712023
133,0.3704839087899973
134,0.31744494141094626
135,0.565655563200308
136,0.4739940562551591
137,0.33773293197182136
138,0.3613064802304288
139,0.6199079452335282
140,0.5797488141900562
141,0.6652444061059533
142,0.6555054359920968
143,0.48646366657668805
144,0.39422487713438126
145,0.49890324923899476
146,0.5736835978184976
147,0.3791654246805941
148,0.5628964024177041
149,0.5659700665951648
150,0.358513649465826
151,0.7617737599844829
152,0.5083382489641937
153,0.5134478155529492
154,0.48293925402155075
155,0.3579439099001053
156,0.7270265059391631
157,0.4768642254287269
158,0.4487947384034518
159,0.5990652871535374
160,0.848691943298142
161,0.45191231421721356
162,0.7143552613860762
163,0.8218104088949234
164,0.6811988046224353
165,0.37773162247149195
166,0.40450872836927676
167,0.38038790925033505
168,0.6515563625240534
169,0.8067245967370684
170,0.44686243204145226
171,0.4633580505615586
172,0.5848836040748427
173,0.5619065635971543
174,0.5551041201608319
175,0.44776529197053094
176,0.534264819506083
177,0.5162524931017217
178,0.36948861136798505
179,0.752376948638667
180,0.6608704269473754
181,0.3790758699679985
182,0.6333294170270312
183,0.320892661686849
184,0.6886725821075131
185,0.4130748363503668
186,0.33755004677197736
187,0.618137374141312
188,0.5685310517177312
189,0.5427346169097185
190,0.6527726096045978
191,0.8200057961172966
192,0.5130364816164615
193,0.7251433353128779
194,0.48386738177636845
195,0.5288973504212616
196,0.4235964619453753
197,0.8402995770234882
198,0.409347638828514
199,0.6537201847453692
200,0.40710823876206736
201,0.2559230756748806
202,0.5644061444180947
203,0.6695590744174956
204,0.7309120634828069
205,0.3011881766505422
206,0.7707917966330896
207,0.7057597383631371
208,0.3033636733550674
209,0.7985203292437772
210,0.3576175052190428
211,0.46038961610420837
212,0.5345267370284292
213,0.2427510236415809
214,0.5707664882785191
215,0.5986995515052589
216,0.47454822126259816
217,0.6367327624496284
218,0.41510865475407666
219,0.27457712643259946
220,0.4521030407139408
221,0.5183683289375344
222,0.37383884899527653
223,0.3203164491905571
224,0.3522391916540561
225,0.7785384592469677
226,0.36551117338678274
227,0.4799374569942958
228,0.28945291492387365
229,0.6155686343618152
230,0.552950139894884
231,0.43941960242536987
232,0.621127338908653
233,0.3880709681139394
234,0.5663501568626282
235,0.33881722792162094
236,0.5253574119361721
237,0.690741107739335
238,0.43070932602843504
239,0.48816090545392743
240,0.4980862929964112
241,0.5153102284867324
242,0.768998425928505
243,0.578282730767613
244,0.6439309032472889
245,0.3614754890581875
246,0.6200547353904395
247,0.7432813508019517
248,0.6810919029643047
249,0.6536279419879167
250,0.6519711632272449
251,0.4868905390591326
252,0.4204806745171122
253,0.4606337187853887
254,0.653358949567319
255,0.5877185493546465
256,0.4653115765011092
257,0.6202749975488594
258,0.6965549029785086
259,0.4923432679581925
260,0.3652281752343228
261,0.4805185173787151
262,0.3884351603445607
263,0.7736975747298842
264,0.4705843484123102
265,0.4319470790269344
266,0.7238279512957267
267,0.26092388259674276
268,0.4262431267147055
269,0.37470128332911823
270,0.6949971587033023
271,0.49949807003305635
272,0.29370830569936507
273,0.6489845320117305
274,0.47120923951204174
275,0.651061619765791
276,0.4228180747465594
277,0.5317856525211296
278,0.6636971664164373
279,0.48769952036664116
280,0.45648450289926945
281,0.7953426424472788
282,0.47015853278124037
283,0.6511932129503727
284,0.40740186419947727
285,0.696455839897672
286,0.6601947019211744
287,0.5052673890345033
288,0.7566127037013922
289,0.42709725557123823
290,0.7125305433170925
291,0.4871654124179507
292,0.4287449958842888
293,0.21114290690928333
294,0.5980480412567228
295,0.5111154651911601
296,0.39954172581146086
297,0.485175598590756
298,0.731838821572884
299,0.3488907425870068
300,0.4718239779651531
301,0.5826330616195876
302,0.7833443130222696
303,0.6197164710054173
304,0.7075784425135143
305,0.36038975144425583
306,0.5457657993366557
307,0.7289841321229883
308,0.525358262501335
309,0.31684229040334305
310,0.654472059093449
311,0.512952370164743
312,0.3711581123227802
313,0.40011824148487884
314,0.733902622770946
315,0.4973206063067795
316,0.2600613360009409
317,0.3929384573954816
318,0.5958351540895558
319,0.46157768129850185
320,0.3652381881705788
321,0.6837702170775454
322,0.39948130181846675
323,0.44517839196214287
324,0.7612610160161364
325,0.5895436556000635
326,0.4141866470969255
327,0.7418320550986899
328,0.7262791749493087
329,0.4043914241505743
330,0.5867776646005909
331,0.5071045207455825
332,0.6264872521316557
333,0.5421677872093877
334,0.8027333644477549
335,0.699167987306204
336,0.49262781026157876
337,0.5960358613102034
338,0.7105302852372974
339,0.40545357948719757
340,0.38759805246458934
341,0.686352944825509
342,0.5147017004139731
343,0.48153460257160613
344,0.5312972453983301
345,0.38885794094455284
346,0.36096393157720696
347,0.6115955843289335
348,0.37010117397642595
349,0.7943051218723285
350,0.6611363884457736
351,0.5071001661883876
352,0.3430551253488241
353,0.6284298234719289
354,0.5425247713773776
355,0.5083071338020518
356,0.557017267144727
357,0.5187907165900298
358,0.6666739441301489
359,0.27568319662108665
360,0.5806918982496125
361,0.6045270692939222
362,0.5473055859905268
363,0.5441618430473504
364,0.49312353561395916
365,0.3867958653385428
366,0.7156613282339734
367,0.3585419325003608
368,0.4415324302501107
369,0.580809096177135
370,0.2812864430245382
371,0.7540315536656117
372,0.4657319973638631
373,0.2687543819661183
374,0.6015379310370024
375,0.4687172265321268
376,0.710130462769117
377,0.26467540928441696
378,0.3634334251495799
379,0.5726785965660861
380,0.7791529227041526
381,0.7061984210516664
382,0.5281265105503831
383,0.47506337002417565
384,0.35164174530090936
