Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.21341552514377984,0.3026396383907277,0.28608255578570957,0.19786228067978293
1,0.16883828436161738,0.2471982551002862,0.3970668861981848,0.18689657433991158
2,0.1959659344233211,0.32231466955311794,0.35033599445718977,0.13138340156637102
3,0.23510291748817355,0.288638687362917,0.36079684394709977,0.11546155120180979
4,0.1440661013114963,0.36032924235779007,0.3142128928239738,0.18139176350674
5,0.16999858114111033,0.25055748547859225,0.40451812017813493,0.17492581320216233
6,0.1986256733622685,0.3135771091355122,0.32148261603054157,0.16631460147167776
7,0.16474561539219715,0.267329884896351,0.4211880388992696,0.1467364608121821
8,0.13085500564263824,0.15564551754426525,0.5983548967185882,0.11514458009450848
9,0.14915556987653705,0.2730848659650664,0.37943957442039605,0.19831998973800058
10,0.09349015727259713,0.20378187411448,0.4648215089122265,0.23790645970069613
11,0.14355410400196175,0.2519382960008308,0.4366434641130372,0.16786413588417012
12,0.22273507766238448,0.24773157414800206,0.4514512681853296,0.07808208000428385
13,0.17009852521072052,0.2647967313125275,0.36136796281662087,0.20373678066013118
14,0.3265817008564783,0.4182839482672579,0.19576390720871298,0.059370443667550864
15,0.17556373646992565,0.2560238085218008,0.43627520749674426,0.1321372475115293
16,0.22730675026958683,0.30916772799896786,0.4188819662736375,0.044643555457807925
17,0.15348927859552028,0.21696172582136936,0.4589297790935873,0.17061921648952302
18,0.13785535267602414,0.20999251753894232,0.5759517725891421,0.07620035719589156
19,0.18145689088749747,0.2504952887383035,0.41978111991642714,0.14826670045777196
20,0.1630814044682792,0.29873732872954717,0.3788253800419188,0.15935588676025478
21,0.1801410844614743,0.24175293151585336,0.4557192809568364,0.12238670306583604
22,0.19213901786400697,0.4341892629182504,0.2669065426182552,0.1067651765994877
23,0.17025521218465797,0.22744103701053858,0.4446617410560021,0.1576420097488015
24,0.16134161814755366,0.4050906409233406,0.1665508307375837,0.2670169101915219
25,0.1827512354668812,0.24017485191475652,0.43660645340472526,0.14046745921363707
26,0.29725063718898437,0.40877133174762326,0.1990317807183751,0.0949462503450175
27,0.17406916935358485,0.2543716027537587,0.38260594674749193,0.18895328114516463
28,0.3049290093504802,0.402824925971041,0.19468571404516907,0.0975603506333097
29,0.17276960868889263,0.24479462202170205,0.46583125082111687,0.11660451846828858
30,0.17334917371054648,0.23975412370170446,0.4378656791944019,0.14903102339334726
31,0.19091097766330695,0.26453471301305115,0.37420166886651013,0.1703526404571317
32,0.08970895680477374,0.11661137135252275,0.7161408025708808,0.07753886927182252
33,0.17601395986450133,0.27862486973185313,0.3905801219577495,0.15478104844589627
34,0.09544984585010628,0.14041486808643852,0.6801982813436221,0.08393700471983291
35,0.18290071659784587,0.27004120721786307,0.40572680000915134,0.1413312761751399
36,0.21355984677064976,0.22577738526965355,0.427498121905473,0.13316464605422357
37,0.15590579396574533,0.23668013510962801,0.4567611615337579,0.1506529093908689
38,0.15624222490428616,0.19485375250711606,0.5440722666988752,0.10483175588972239
39,0.19263540305539908,0.27630689280248355,0.3425984292572868,0.18845927488483077
40,0.3692152798834665,0.26846670150748797,0.3131076970795996,0.04921032152944585
41,0.1741193075876781,0.25032960406820287,0.4203645387574151,0.15518654958670378
42,0.19213367129997994,0.23399388920816366,0.4810895698408405,0.09278286965101583
43,0.17965506183364788,0.24082243973056872,0.42338852557365186,0.1561339728621316
44,0.1390059113044539,0.19204962967916234,0.43083657903379047,0.23810787998259328
45,0.16835426920143792,0.23946149012164128,0.46823215336545765,0.12395208731146341
46,0.12701587732518735,0.130352865023624,0.6815220555179096,0.06110920213327883
47,0.18145484109132554,0.24607278162964732,0.3871140243905799,0.1853583528884473
48,0.1713152759364344,0.30330927694927945,0.3926816769278309,0.13269377018645495
49,0.15486022121892756,0.2579104448985856,0.37188574123383533,0.21534359264865144
50,0.10365291426647882,0.17285556299095217,0.6226796198501915,0.10081190289237735
51,0.18178163543378326,0.2795301991754503,0.3843635551688256,0.15432461022194077
52,0.11532357674512361,0.15923978557322183,0.6614650468861454,0.06397159079550896
53,0.1566748107363557,0.2834875775298834,0.3515228046378487,0.20831480709591219
54,0.17066558298385126,0.16563009098574458,0.6128100721385831,0.05089425389182092
55,0.16936582193809813,0.26726828595499524,0.3810007987119316,0.18236509339497517
56,0.12095603117670571,0.15355342870066646,0.6370074567035352,0.08848308341909279
57,0.1853002400847056,0.24267019579414761,0.42137945973957636,0.1506501043815706
58,0.10776800963396817,0.13675559888539296,0.6946963933257011,0.06077999815493749
59,0.17185366990907205,0.2902775075922733,0.38777710712218566,0.15009171537646898
60,0.126295478426878,0.14955112290153288,0.6707858163971242,0.053367582274464816
61,0.17847215751450637,0.25881043499821105,0.44408766935309196,0.11862973813419081
62,0.13825372761744656,0.26240987172288216,0.37620373188489453,0.22313266877477694
63,0.16027293242506907,0.2212855470236773,0.4976483836744247,0.12079313687682897
64,0.1446215104319499,0.2389578890920735,0.41897796976274665,0.19744263071323015
65,0.1622577135976308,0.24976352413484573,0.3961640267759895,0.191814735491534
66,0.16088428236705338,0.2525917731595082,0.3846582108066663,0.20186573366677216
67,0.1834465653116554,0.25618069821678413,0.4037548688993112,0.15661786757224916
68,0.20209760762402534,0.28274989107115944,0.3670692702942108,0.1480832310106044
69,0.2150211984933844,0.262506029171696,0.370256639558236,0.15221613277668358
70,0.11397618014346543,0.42091866082515184,0.22747939692832747,0.2376257621030552
71,0.19186895211772848,0.27733364953930206,0.3754337316416909,0.15536366670127852
72,0.21652789733971098,0.32386224939545377,0.2583958199155347,0.20121403334930066
73,0.18432187990024876,0.25116792154591355,0.41453323017442956,0.14997696837940794
74,0.13607569088512445,0.23467576214535366,0.4255743290342951,0.2036742179352269
75,0.19735081089442677,0.26605154602246534,0.41004052549903625,0.12655711758407143
76,0.13391587950946482,0.3492403628510548,0.2541736042741738,0.2626701533653066
77,0.1667735832586991,0.24511168237278258,0.4112041492031816,0.17691058516533664
78,0.15147086013095287,0.2348807605640967,0.47284260464684924,0.14080577465810115
79,0.19082752656057625,0.2742682855400744,0.3764638445282425,0.15844034337110674
80,0.11762676513809672,0.29055242377813717,0.3829535626368821,0.20886724844688395
81,0.157147813941553,0.2632215814855976,0.4297241331794986,0.149906471393351
82,0.11758310300924579,0.20296748463350428,0.3914269453005832,0.2880224670566668
83,0.18354744981516458,0.2698192543956307,0.3716314994514985,0.17500179633770607
84,0.12283279821221099,0.23032068311931234,0.45764092256020233,0.18920559610827437
85,0.20299742869662882,0.26871011713211124,0.3865918301975094,0.1417006239737505
86,0.1896660870159368,0.27028937632285005,0.3548072042738799,0.18523733238733317
